436.18,436.17,435.97418407,435.75,435.14846733,435.14,435.67,435.56,435.43,435.24518645,435.32216894,434.43614044,434.49982738,434.85757063,435.00209879,434.99,435.08467477,435.11,435.11,435.2222207,435.32213022,435.61564857,435.73,435.73,435.53446804,435.68868819,435.663101,435.59425758,435.67,435.96107144,435.89,435.09218438,435.72,435.9,435.2492716,435.9,435.9,435.9,435.9,435.9,435.9,435.81295693,435.66141243,435.88,435.88,435.81543872,435.79016514,435.89127151,435.85377876,436.62,436.62,436.55089408,436.8,436.88051364,436.82708169,436.6171161,437.08259672,437.09936814,436.63454239,437.0793855,433.97693833,433.0,433.00160976,434.36926425,434.69040409,435.0,434.94245002,435.20699785,435.0180472,435.08144712,435.16423274,435.3,435.11312099,435.0181065,435.10678813,435.30779435,435.3192457,435.35,435.27723297,435.35246754,435.6,435.6,435.6,435.6,435.6,434.88716302,435.57417776,435.58325635,435.05538367,434.74979481,434.74248895,435.43,435.43,435.48489132,435.3,435.17410503,434.69120865,434.33107293,435.3931155,435.42,
837.89376409,837.6022203,837.40435139,835.94468893,834.83954796,833.60086435,833.02333945,832.98748799,832.75560905,830.98859801,829.82,835.20714804,830.55,831.60023893,829.89160414,831.60200812,833.0,834.59,834.93878359,834.96743598,835.00124013,836.86091973,837.85586414,838.60310649,839.19999356,839.18452571,838.8149953,839.14533513,838.98595953,838.88329681,838.85263196,838.88232725,838.70838263,838.50218323,836.22305171,836.84,835.05679029,835.01068845,836.51744394,836.8,836.62626697,837.24,837.98965517,838.18572535,838.17038688,838.84061171,839.05966423,839.77407312,839.780014,839.61288492,836.51,839.33159358,831.62455993,830.4265531,827.93818231,828.5184538,827.00849026,828.73730595,827.06465699,828.97854679,829.03150473,829.56944675,830.61859877,829.54064195,829.01358922,829.58260739,829.163212,832.72859757,831.23447904,830.22666917,830.68337185,834.33793103,834.08410783,830.52551242,830.03818338,831.34855885,830.00821924,830.54,830.54,830.54755956,829.757728,830.83160934,832.05009155,830.59170699,832.1250348,832.51,834.39606174,831.09590111,830.0892997,831.29451505,832.97292532,834.50070867,834.74236841,830.55740985,832.01,833.57344436,832.76,833.05788517,833.02593556,834.8,
7.4,7.43,7.5494423625,7.57,7.44,7.44,7.44,7.5148518749,7.57,7.5768895049,7.57,7.57,7.58,7.58,7.5566982204,7.5,7.5,7.5,7.5,7.5,7.5,7.58,7.59,7.59,7.59,7.5949358079,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.61,7.61,7.59,7.59,7.59,7.59,7.58,7.61,7.62,7.63,7.6182352941,7.63,7.63,7.6422955776,7.65,7.65,7.65,7.6579628788,7.6702740141,7.68,7.6870211778,7.7,7.7,7.7,7.7153691765,7.72,7.7362369481,7.74,7.7723706297,7.79,7.7911926606,7.8,7.8,7.8,7.92,7.85,7.85,8.0,7.5442722983,8.02,8.03,8.07,7.7078149569,8.21,8.0008747515,8.0,7.94,7.99,7.99,8.05,8.05,8.05,7.96,7.9540577889,7.95,7.89,7.89,7.89,7.9,7.9166008972,7.94,7.9498269002,7.95,7.95,7.9522866985,
8173.226522,8169.6579908,8161.5705071,8158.4851038,8164.7645414,8163.1581345,8167.6216128,8161.4542377,8163.6599005,8159.3875454,8155.6260893,8158.0115673,8148.5837108,8147.5646423,8163.8427973,8172.1586585,8166.2893993,8171.0285541,8167.0531792,8171.8351879,8173.9127675,8176.6949131,8177.3170595,8175.4185397,8178.944626,8173.5349148,8173.7636066,8173.079892,8178.3746434,8178.9873282,8189.2958978,8194.2995894,8192.1326928,8191.7423113,8197.4351591,8198.8548303,8199.4637207,8199.2603182,8198.9981875,8191.725541,8184.5626503,8175.0306698,8174.8865256,8175.742059,8175.2076222,8180.0109296,8178.3540944,8172.3832366,8181.7149476,8190.3061617,8180.6447285,8176.4654492,8173.5260217,8172.1791253,8181.8186948,8182.8331684,8176.3352252,8183.6156651,8187.7237236,8187.6292388,8192.8005702,8195.0434744,8197.826628,8199.8633912,8196.7044184,8195.3396276,8191.8640803,8185.4401795,8179.2642878,8176.0158038,8181.848797,8183.1440424,8183.5751689,8183.6177405,8187.2801632,8184.6832095,8186.4079034,8183.2439299,8183.939976,8179.9958142,8186.0288841,8186.6490294,8178.082417,8174.5173836,8173.3493114,8173.5815672,8171.175998,8163.4063824,8169.0814137,8174.9115645,8175.4357948,8175.5376063,8180.0045672,8181.1570128,8183.0244787,8186.2161694,8185.9462985,8181.8790257,8182.811132,8185.0055493,
6769.1769638,6769.9911083,6769.813059,6770.1600561,6771.1019376,6772.4985771,6772.4932404,6772.4108212,6772.4443521,6779.4607614,6779.9169392,6780.8202469,6790.1179479,6783.1571336,6785.7520396,6790.3577849,6788.5885392,6789.4412108,6785.1089755,6785.0427529,6788.8530013,6785.9824638,6785.0,6784.6659233,6782.0350516,6789.3930782,6786.5300626,6783.9623206,6788.4643587,6788.5,6784.4437636,6790.0550455,6790.0,6787.8113874,6782.7539759,6787.573358,6786.9953284,6787.5399644,6792.0,6792.2042237,6797.9144846,6797.6052693,6797.205429,6797.1059772,6793.6878138,6797.1985765,6804.501564,6801.8784378,6804.0580335,6796.6525248,6808.9415696,6817.0224244,6878.4909192,6905.461615,6897.2562809,6884.7871213,6878.026462,6875.8512698,6876.3741077,6881.3845486,6874.9766366,6876.2212664,6872.046744,6863.2381233,6868.8527856,6872.2068947,6868.8678857,6882.2825157,6881.5299992,6875.0571896,6872.3044817,6864.9128586,6873.6158654,6876.4591183,6882.0075902,6865.6736969,6869.4636089,6872.5304109,6860.2792453,6857.1714093,6861.0674762,6861.5813354,6859.3100006,6850.274792,6857.7501225,6846.6627948,6848.2802945,6857.2919157,6850.0530004,6863.2876255,6862.2163977,6866.2308979,6865.0227888,6860.9215549,6853.6843939,6837.6798035,6839.1090719,6844.4552184,6833.9827698,6843.8048256,
870.12935392,870.00054663,870.08407753,869.459759,865.37727251,859.6908535,867.77,867.51,859.39086257,858.95232552,860.03668793,865.39388755,865.12967742,865.98426779,866.00150126,866.00528232,865.41974373,863.98035882,867.39017201,867.54,867.54,867.54,867.54,867.54,867.54,867.54,867.54,867.45818738,869.64688316,869.33930924,869.99940851,869.98902407,869.96604336,869.99,869.90036263,870.0,872.1681642,869.80793891,869.6,869.09344267,870.54,870.54,870.54,870.54,870.64054648,870.54,868.03,870.54,871.22679851,870.66602278,870.09709492,871.81,870.39375,871.34569621,867.53662134,870.83771735,871.78,870.6671832,870.84401936,870.56,870.55,870.19445181,870.0,868.28,868.07,869.7615061,866.38713978,865.00549811,865.28839976,865.16618732,864.74,863.65010376,864.92237044,860.76612907,862.97769426,862.98,860.10672441,864.98,863.42,863.4,863.4,863.4,863.4,863.68306299,868.0,868.0,869.06063167,869.29508398,870.53019078,871.24047852,872.38975328,872.91113755,874.47608113,876.39264099,879.16524312,881.77436469,884.36067653,880.82063792,882.76149414,886.25261409,
913.84,913.71361571,913.95444391,913.99769886,914.0,914.0,914.0,913.86090909,913.83120151,913.88662809,913.94009507,913.95989402,913.69006402,913.85102089,913.77,913.79,913.79,913.83171948,914.0,913.81103508,913.98627724,914.0,914.0,913.95790872,913.99328505,913.87932495,914.0,914.0,914.0,913.79762949,913.74970851,914.0,913.57716706,913.97798686,913.9206524,913.58,914.0,913.5,913.29352959,913.14064532,913.49824721,913.49713763,914.0,913.98,913.99883096,914.0,914.0,913.99,913.90305601,912.12470516,910.13299145,910.51508049,910.18863914,910.11443156,910.5,910.31307692,910.03016576,910.62395661,912.19849283,911.97598534,911.58036726,910.9053756,911.0,911.16477469,911.5,911.04833333,911.47322391,911.83415607,912.01602029,911.98,911.9,911.9,911.71808305,911.9,911.97688709,912.08605696,913.17045089,913.94339145,914.0,913.49310468,913.20881339,913.715545,913.93340613,913.7960472,913.64,913.58195324,913.64,913.58118549,913.73451959,913.78829169,913.99100363,914.0,913.8229323,914.0,914.0,914.0,913.99111019,913.99,914.0,913.99,
7545.0885756,7541.1184835,7542.5344783,7542.1835888,7543.4112942,7538.6391537,7540.6717812,7541.2760537,7548.3000347,7540.3457745,7543.3970273,7547.8481068,7546.1604954,7552.4199798,7558.3172468,7552.9911172,7550.0533824,7554.3901677,7551.1639054,7550.059503,7549.28,7551.4575678,7554.9203758,7551.064928,7562.2244557,7553.3922638,7555.96028,7553.5931139,7550.06903,7550.5845539,7547.1110279,7549.2441228,7545.0018489,7543.6983975,7548.8404634,7545.0407715,7544.8946073,7545.0027769,7545.0224345,7541.6272551,7541.5498915,7534.3909894,7533.2382184,7538.0221583,7534.636906,7525.5329993,7526.7183476,7531.5937614,7533.1134578,7536.589564,7525.9641121,7528.0819622,7535.4447859,7539.7301288,7537.7997178,7539.6761336,7540.9125528,7540.6069933,7542.4859653,7539.4594174,7539.9948925,7539.9671421,7543.6774747,7546.0089638,7550.9994198,7546.941248,7550.6381166,7548.8029013,7549.3147335,7549.9698356,7555.0711365,7549.6803217,7549.2647645,7548.2652772,7547.3230832,7545.3797596,7550.1144328,7548.1140321,7547.613196,7549.88,7549.6829713,7548.6097458,7539.1704785,7537.4582565,7534.4312091,7544.4976066,7547.1353705,7542.1298024,7548.3311994,7549.8403253,7552.8000559,7548.3416712,7554.9873534,7551.4881056,7545.0177402,7546.3356831,7549.03,7549.6005743,7551.2362472,7554.9933473,
720.282338,719.54075755,719.83273823,720.11,720.19520683,720.20490648,720.20014312,720.20985955,720.28,720.3,720.33996834,720.63963563,720.23867312,720.2,720.19684041,718.25068345,719.0997661,717.76026134,717.88496541,717.00467084,716.89830397,717.12253446,717.86783232,717.83,719.18,718.65,718.64,718.16627664,716.49785687,716.21838327,717.19499997,717.17,717.50385396,718.78280206,719.0,718.91492887,718.99583903,719.3703389,719.90492023,720.29651165,720.25,720.25,721.15504429,721.80965096,721.81,721.80960275,720.58,721.80097645,721.28985167,720.75529814,721.75,720.70041961,719.44073901,720.81,719.05,720.03,718.97,719.86041557,719.87,719.65876758,719.58564139,719.79,719.79,719.97,719.97,719.70925067,719.99788462,719.4,719.74,721.12,721.12,721.14,721.15,721.15,721.23744087,721.16968491,721.1763635,721.53,721.27,721.32,721.14,720.40294511,720.47439284,720.89,720.96692119,720.98,720.99916533,721.0,721.0,721.0,721.13,720.38796708,721.85,721.5,721.48,721.48,721.49502206,721.5,721.5,720.15377326,
653.39476285,654.9289102,655.31,655.31,655.31,655.31,655.31,655.31,655.31,655.31,654.26,654.06,654.06,654.05,653.55279459,654.06,653.44877598,653.60343668,654.05,654.05794908,653.62195712,654.07,653.27,654.07,653.58180873,654.07,654.07,653.8,653.8,654.06828733,654.07,653.54342185,655.00729494,654.08,655.53,655.53,655.58979532,655.52,655.52,655.52,653.75,655.5,655.58975284,653.76,655.6,655.6,653.77,653.88,654.64548929,655.6,655.6,655.55,655.55,655.55,655.37,655.39875925,655.5,654.89,653.55651258,653.7,652.63737103,652.44391447,653.03,653.1,653.42,653.0,652.17,653.79,653.85,653.52,653.52,652.97917966,653.3,652.11352716,653.40033328,653.5,653.52549932,655.25,655.3,654.0,654.0,654.075,654.19,654.04919596,655.26,655.3,653.86,655.32,655.33,655.32,655.34,653.59,653.19,654.89,654.98,655.05,655.09,655.06,652.19,652.8,
