1.027319297900000038e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027265349400000105e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027417954300000019e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027087014200000112e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026925453000000061e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026405167599999913e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026904427899999973e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.028229350099999920e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029337064099999907e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029390334899999971e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029426398900000095e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029974891999999954e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029623567699999967e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029551690400000098e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029588155099999994e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029289637200000016e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029259999999999991e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029225179699999899e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029754580300000043e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029966285599999992e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029646808499999906e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029935580399999935e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029843383800000083e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029863727400000016e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029918655400000034e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029858582800000022e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029791918399999986e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029620618400000012e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029570470699999987e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029598336999999901e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.029499401999999918e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.028768577399999913e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.028776086200000009e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027285452900000109e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.028170608800000082e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027447093600000017e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026758135300000049e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026667595200000051e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.025709081199999900e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.024749993500000073e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.023528998699999988e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.022977306200000044e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.024342786800000113e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.025654829399999926e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026636887500000057e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.028545855399999937e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027593418500000098e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.027146398099999942e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.026311717300000055e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.025003585899999962e+03,0.000000000000000000e+00,0.000000000000000000e+00
